Grid Monitoring,Minimum switching frequency,59,59,Hz,Parameter.GridGuard.Cntry.FrqCtl.ReconMin,RW
Grid Monitoring,Frequency monitoring switchable max. threshold,66,66,Hz,Parameter.GridGuard.Cntry.FrqCtl.SwMax,RW
Grid Monitoring,Frequency monit. switchable max. threshold tripping time,1000000,1000000,ms,Parameter.GridGuard.Cntry.FrqCtl.SwMaxTmms,RW
Grid Monitoring,Frequency monitoring switchable min. threshold,44,44,Hz,Parameter.GridGuard.Cntry.FrqCtl.SwMin,RW
Grid Monitoring,Frequency monit. switchable min. threshold tripping time,1000000,1000000,ms,Parameter.GridGuard.Cntry.FrqCtl.SwMinTmms,RW
Grid Monitoring,Reconnection time after grid fault,20,20,s,Parameter.GridGuard.Cntry.GriFltMonTms,RW
Grid Monitoring,Reconnection time upon short interruption,20,20,s,Parameter.GridGuard.Cntry.GriFltReConTms,RW
Grid Monitoring,Maximum duration of a short interruption,3,3,s,Parameter.GridGuard.Cntry.GriFltTms,RW
Grid Monitoring,Reconnection time upon restart,20,20,s,Parameter.GridGuard.Cntry.GriStrTms,RW
Grid Monitoring,Nominal frequency,60,60,Hz,Parameter.GridGuard.Cntry.HzRtg,RW
Grid Monitoring,Disconnection limit for leakage current,0.3,0.3,A,Parameter.GridGuard.Cntry.LeakAMax,RW
Grid Monitoring,Minimum insulation resistance,120000,120000,Ohm,Parameter.GridGuard.Cntry.LeakRisMin,RW
Grid Monitoring,Ground connection monitoring,303,Off,,Parameter.GridGuard.Cntry.PEOpnMon,RW
Grid Monitoring,Maximum connection voltage after restart,1.05,1.05,p.u.,Parameter.GridGuard.Cntry.VolCtl.ConnMaxPu,RW
Grid Monitoring,Minimum connection voltage after restart,0.917,0.917,p.u.,Parameter.GridGuard.Cntry.VolCtl.ConnMinPu,RW
Grid Monitoring,"Voltage monitoring, median maximum threshold",1.1,1.1,p.u.,Parameter.GridGuard.Cntry.VolCtl.hhLimPu,RW
Grid Monitoring,"Voltage monitoring, median max. threshold trip.time",13000,13000,ms,Parameter.GridGuard.Cntry.VolCtl.hhLimTmms,RW
Grid Monitoring,"Voltage monitoring, lower maximum threshold",1.1,1.1,p.u.,Parameter.GridGuard.Cntry.VolCtl.hLimPu,RW
Grid Monitoring,"Voltage monitoring, lower max. threshold trip. time",1000000,1000000,ms,Parameter.GridGuard.Cntry.VolCtl.hLimTmms,RW
Grid Monitoring,"Voltage monitoring, upper minimum threshold",0.88,0.88,p.u.,Parameter.GridGuard.Cntry.VolCtl.lLimPu,RW
Grid Monitoring,"Voltage monitoring, upper min. threshold trip. time",1000000,1000000,ms,Parameter.GridGuard.Cntry.VolCtl.lLimTmms,RW
Grid Monitoring,"Voltage monitoring, median minimum threshold",0.88,0.88,p.u.,Parameter.GridGuard.Cntry.VolCtl.llLimPu,RW
Grid Monitoring,"Voltage monitoring, median min. threshold trip.time",21000,21000,ms,Parameter.GridGuard.Cntry.VolCtl.llLimTmms,RW
Grid Monitoring,"Voltage monitoring, peak voltage threshold",1.78,1.78,p.u.,Parameter.GridGuard.Cntry.VolCtl.MaxPeakPu,RW
Grid Monitoring,"Voltage monitoring, peak voltage threshold tripping time",0.312,0.312,ms,Parameter.GridGuard.Cntry.VolCtl.MaxPeakTmms,RW
Grid Monitoring,"Voltage monitoring, upper maximum threshold",1.2,1.2,p.u.,Parameter.GridGuard.Cntry.VolCtl.MaxPu,RW
Grid Monitoring,"Voltage monitoring, upper max. threshold trip. time",160,160,ms,Parameter.GridGuard.Cntry.VolCtl.MaxPuTmms,RW
Grid Monitoring,"Voltage monitoring, lower minimum threshold",0.5,0.5,p.u.,Parameter.GridGuard.Cntry.VolCtl.MinPu,RW
Grid Monitoring,"Voltage monitoring, lower min. threshold trip. time",2000,2000,ms,Parameter.GridGuard.Cntry.VolCtl.MinTmms,RW
Grid Monitoring,Max. voltage for reconnection,1.05,1.05,p.u.,Parameter.GridGuard.Cntry.VolCtl.ReconMaxPu,RW
Grid Monitoring,Min. voltage for reconnection,0.917,0.917,p.u.,Parameter.GridGuard.Cntry.VolCtl.ReconMinPu,RW
Grid Monitoring,Volt. increase prot.,2,2,p.u.,Parameter.GridGuard.Cntry.VolCtl.RproPu,RW
Grid Monitoring,Voltage increase protection trigger time,10000,10000,ms,Parameter.GridGuard.Cntry.VolCtl.RproTmms,RW
Grid Monitoring,Underlying country standard,7674,[US] CA-R21 IEEE1547:2018 Cat.B III,,Parameter.GridGuard.CntryBas,RO
Grid Monitoring,Set country standard,undefined,undefined,,Parameter.GridGuard.CntrySet,RW
AC Side,Grid type,18016,"240 V/120 V, split-phase and neutral conductor",,Parameter.GridMs.GriTyp,RW
External Communication,Goose application ID,16384,16384,,Parameter.IecCfg.GoCfg.GoAppId,RW
External Communication,Goose-Mac address,01:0C:CD:01:00:00,01:0C:CD:01:00:00,,Parameter.IecCfg.GoCfg.GoMacId,RW
Device,AFCI switched on,1129,Yes,,Parameter.Inverter.AfciIsOn,RW
System and device control,"External cos Ï† setting, fallback behavior",2507,Apply fallback values,,Parameter.Inverter.CtlComCfg.PFCtlCom.CtlComMssMod,RW
System and device control,"External cos Ï† setpoint specification, fallback value of cos Ï† for active power output",1,1,,Parameter.Inverter.CtlComCfg.PFCtlCom.FlbPF,RW
System and device control,"External cos Ï† setpoint specification, fallback value of the excitation type for active power output",1041,Overexcited,,Parameter.Inverter.CtlComCfg.PFCtlCom.FlbPFExt,RW
System and device control,"External cos Ï† setting, fallback value of excitation type in case of active power draw",1041,Overexcited,,Parameter.Inverter.CtlComCfg.PFCtlCom.FlbPFExtIn,RW
System and device control,"External cos Ï† setting, fallback value of cos Ï† in case of active power draw",1,1,,Parameter.Inverter.CtlComCfg.PFCtlCom.FlbPFIn,RW
System and device control,"External cos-phi setpoint, timeout",600,600,s,Parameter.Inverter.CtlComCfg.PFCtlCom.TmsOutPrc,RW
System and device control,"External reactive power setting, fallback behavior",2507,Apply fallback values,,Parameter.Inverter.CtlComCfg.VArCtlCom.CtlComMssMod,RW
System and device control,"External reactive power setting, fallback value",0,0,%,Parameter.Inverter.CtlComCfg.VArCtlCom.FlbVArNom,RW
System and device control,"External reactive power setpoint, activation of the ramp rate in fallback behavior",303,Off,,Parameter.Inverter.CtlComCfg.VArCtlCom.GraFlbMod,RW
System and device control,"External reactive power setpoint, timeout",600,600,s,Parameter.Inverter.CtlComCfg.VArCtlCom.TmsOutPrc,RW
System and device control,"External reactive power setpoint, ramp rate in fallback behavior",20,20,%/s,Parameter.Inverter.CtlComCfg.VArCtlCom.VArGraFlb,RW
System and device control,"Q(V), fallback behavior for absent reference voltage setting",2507,Apply fallback values,,Parameter.Inverter.CtlComCfg.VArCtlVolCom.CtlComMssMod,RW
System and device control,"Q(V), fallback of reference voltage",1,1,p.u.,Parameter.Inverter.CtlComCfg.VArCtlVolCom.FlbVolRefPu,RW
System and device control,"Q(V), timeout for absent reference voltage setpoint",600,600,s,Parameter.Inverter.CtlComCfg.VArCtlVolCom.TmsOutPrc,RW
System and device control,"External active power setting, fallback behavior",2506,Values maintained,,Parameter.Inverter.CtlComCfg.WCtlCom.CtlComMssMod,RW
System and device control,Fallback of the limitation of the battery discharge.,0,0,W,Parameter.Inverter.CtlComCfg.WCtlCom.FlbBatWMax,RW
System and device control,Fallback of the limitation of the battery charge.,0,0,W,Parameter.Inverter.CtlComCfg.WCtlCom.FlbBatWMin,RW
System and device control,"External active power specification, fallback value as normalized maximum active power",100,100,%,Parameter.Inverter.CtlComCfg.WCtlCom.FlbWMaxNom,RW
System and device control,"External active power specification, fallback value as normalized minimum active power",-100,-100,%,Parameter.Inverter.CtlComCfg.WCtlCom.FlbWMinNom,RW
System and device control,"External active power setpoint, activation of the ramp rate in fallback behavior",303,Off,,Parameter.Inverter.CtlComCfg.WCtlCom.GraFlbMod,RW
System and device control,"External active power setpoint, timeout",600,600,s,Parameter.Inverter.CtlComCfg.WCtlCom.TmsOutPrc,RW
System and device control,"External active power setpoint, ramp rate in fallback behavior",20,20,%/s,Parameter.Inverter.CtlComCfg.WCtlCom.WGraFlb,RW
System and device control,"External active power setting 2, fallback behavior",2506,Values maintained,,Parameter.Inverter.CtlComCfg.WCtlCom2.CtlComMssMod,RW
System and device control,"External active power specification 2, fallback value as normalized maximum active power",100,100,%,Parameter.Inverter.CtlComCfg.WCtlCom2.FlbWMaxNom,RW
System and device control,"External active power specification 2, fallback value as normalized minimum active power",-100,-100,%,Parameter.Inverter.CtlComCfg.WCtlCom2.FlbWMinNom,RW
System and device control,"External active power setpoint 2, activation of the ramp rate in fallback behavior",303,Off,,Parameter.Inverter.CtlComCfg.WCtlCom2.GraFlbMod,RW
System and device control,"External active power setpoint 2, timeout",600,600,s,Parameter.Inverter.CtlComCfg.WCtlCom2.TmsOutPrc,RW
System and device control,"External active power setpoint 2, ramp rate in fallback behavior",20,20,%/s,Parameter.Inverter.CtlComCfg.WCtlCom2.WGraFlb,RW
System and device control,"Dynamic grid support, long-term averaging time of the pre-fault voltage",60,60,s,Parameter.Inverter.DGSModCfg.AvLtTms,RW
System and device control,"Dynamic grid support, short-term averaging time of the pre-fault voltage",1,1,s,Parameter.Inverter.DGSModCfg.AvStTms,RW
System and device control,"Dynamic grid support, voltages to be used for voltage jump detection",4432,Outer conductor and phase voltage,,Parameter.Inverter.DGSModCfg.DGSFlCfg.AppVolStep,RW
System and device control,"Dynamic grid support, reactive current static",4434,Zero at origin,,Parameter.Inverter.DGSModCfg.DGSFlCfg.ArGraMod,RW
System and device control,"Dynamic grid support, k-factor of react. current stat. in neg. system",2,2,,Parameter.Inverter.DGSModCfg.DGSFlCfg.ArGraNegSeq,RW
System and device control,"Dynamic grid support, k-factor of react. current stat. for undervolt.",2,2,,Parameter.Inverter.DGSModCfg.DGSFlCfg.ArGraSag,RW
System and device control,"Dynamic grid support, k-factor of react. current stat. for overvolt.",2,2,,Parameter.Inverter.DGSModCfg.DGSFlCfg.ArGraSwell,RW
System and device control,"Dynamic grid support, maximum reactive current in case of undervoltage",100,100,%,Parameter.Inverter.DGSModCfg.DGSFlCfg.ArMaxSag,RW
System and device control,"Dynamic grid support, maximum reactive current in case of overvoltage",100,100,%,Parameter.Inverter.DGSModCfg.DGSFlCfg.ArMaxSwell,RW
System and device control,"Dynamic grid support, maximum duration of providing reactive current",60000,60000,ms,Parameter.Inverter.DGSModCfg.DGSFlCfg.ArStrMaxTmms,RW
System and device control,"Dynamic grid support, minimum duration of providing reactive current",0,0,ms,Parameter.Inverter.DGSModCfg.DGSFlCfg.ArStrMinTmms,RW
System and device control,"Dynamic grid support, active current priority at apparent current limit",303,Off,,Parameter.Inverter.DGSModCfg.DGSFlCfg.AWattPrioEna,RW
System and device control,"Dynamic grid support, overvoltage threshold for reactive current",1.1,1.1,p.u.,Parameter.Inverter.DGSModCfg.DGSFlCfg.DbVMaxPu,RW
System and device control,"Dynamic grid support, undervoltage threshold for reactive current",0.9,0.9,p.u.,Parameter.Inverter.DGSModCfg.DGSFlCfg.DbVMinPu,RW
System and device control,"Dynamic grid support, reactive current change rate after fault end",2500,2500,%/s,Parameter.Inverter.DGSModCfg.DGSFlCfg.FltEnd.ArGraMax,RW
System and device control,"Dynamic grid support, time for providing reactive power after voltage leap",0,0,s,Parameter.Inverter.DGSModCfg.DGSFlCfg.FltEnd.ArMaxTms,RW
System and device control,"Dynamic grid support, lag time in case of undervoltage",500,500,ms,Parameter.Inverter.DGSModCfg.DGSFlCfg.FltEnd.ArStopSagTmms,RW
System and device control,"Dynamic grid support, lag time in case of overvoltage",500,500,ms,Parameter.Inverter.DGSModCfg.DGSFlCfg.FltEnd.ArStopSwellTmms,RW
System and device control,"Dynamic grid support, active current change rate after fault end",2500,2500,%/s,Parameter.Inverter.DGSModCfg.DGSFlCfg.FltEnd.AWattGraMax,RW
System and device control,"Dynamic grid support, voltage leap height",0.2,0.2,p.u.,Parameter.Inverter.DGSModCfg.DGSFlCfg.StepVolPu,RW
System and device control,"Dynamic grid support, averaging for reactive current static",308,On,,Parameter.Inverter.DGSModCfg.DGSFlCfg.VRefArMod,RW
System and device control,"Dynamic grid support, operating mode",1265,Limited dynamic grid support,,Parameter.Inverter.DGSModCfg.DGSMod,RW
System and device control,"Dynamic grid support, hysteresis voltage",0.02,0.02,p.u.,Parameter.Inverter.DGSModCfg.HystVolPu,RW
System and device control,"Dynamic grid support, reactive power dynamic after error end",303,Off,,Parameter.Inverter.DGSModCfg.VArDynEna,RW
System and device control,"Dynamic grid support, averaging of threshold value detection",303,Off,,Parameter.Inverter.DGSModCfg.VRefThMod,RW
System and device control,"Dynamic grid support, overvoltage threshold for zero current",1.1,1.1,p.u.,Parameter.Inverter.DGSModCfg.ZerCurOvVolPu,RW
System and device control,"Dynamic grid support, delay time for residual current at overvoltage",0,0,ms,Parameter.Inverter.DGSModCfg.ZerCurOvVolTmms,RW
System and device control,"Dynamic grid support, undervoltage threshold for zero current",0.5,0.5,p.u.,Parameter.Inverter.DGSModCfg.ZerCurUnVolPu,RW
System and device control,"Dynamic grid support, delay time for residual current at undervoltage",0,0,ms,Parameter.Inverter.DGSModCfg.ZerCurUnVolTmms,RW
Device,Flightrecorder selection,3889,General,,Parameter.Inverter.FliSel,RO
AC Side,Grid type,undefined,undefined,,Parameter.Inverter.GriTyp,RW
AC Side,Neutral conductor connected,1129,Yes,,Parameter.Inverter.NConn,RW
AC Side,Phase assignment,402,Phases L1 and L2,,Parameter.Inverter.OutPhs,RW
AC Side,Nominal cos Ï† PFMinQ1,0.8,0.8,,Parameter.Inverter.PFMinQ1,RW
Type Label,Rated cos Ï† PFMinQ1Rtg,0.8,0.8,,Parameter.Inverter.PFMinQ1Rtg,RO
AC Side,Nominal cos Ï† PFMinQ2,0.8,0.8,,Parameter.Inverter.PFMinQ2,RW
Type Label,Rated cos Ï† PFMinQ2Rtg,0.8,0.8,,Parameter.Inverter.PFMinQ2Rtg,RO
AC Side,Nominal cos Ï† PFMinQ3,0.8,0.8,,Parameter.Inverter.PFMinQ3,RW
Type Label,Rated cos Ï† PFMinQ3Rtg,0.8,0.8,,Parameter.Inverter.PFMinQ3Rtg,RO
AC Side,Nominal cos Ï† PFMinQ4,0.8,0.8,,Parameter.Inverter.PFMinQ4,RW
Type Label,Rated cos Ï† PFMinQ4Rtg,0.8,0.8,,Parameter.Inverter.PFMinQ4Rtg,RO
AC Side,Grid nominal voltage,240,240,V,Parameter.Inverter.PlntCtl.VRef,RW
AC Side,Phase reference of grid nominal voltage,4430,Outer conductor voltage,,Parameter.Inverter.PlntCtl.VRefMod,RW
Device,"Ripple control signal detection, damping of narrow-band support",0.05,0.05,,Parameter.Inverter.RplDet.NrwBndSprt.Dmp,RW
Device,"Ripple control signal detection, amplification of narrow-band support",0,0,V/A,Parameter.Inverter.RplDet.NrwBndSprt.Gain,RW
Device,"Ripple control signal detection, frequency of narrow-band support",1029,1029,Hz,Parameter.Inverter.RplDet.NrwBndSprt.Hz,RW
AC Side,Nominal apparent power VAMaxIn,7680,7680,VA,Parameter.Inverter.VAMaxIn,RW
Type Label,Rated apparent power VAMaxInRtg,7680,7680,VA,Parameter.Inverter.VAMaxInRtg,RO
AC Side,Nominal apparent power VAMaxOut,7680,7680,VA,Parameter.Inverter.VAMaxOut,RW
Type Label,Rated apparent power VAMaxOutRtg,7680,7680,VA,Parameter.Inverter.VAMaxOutRtg,RO
System and device control,Soft start-up rate Q,1200,1200,%/min,Parameter.Inverter.VArGraConn,RW
System and device control,Soft start-up Q,303,Off,,Parameter.Inverter.VArGraConnEna,RW
System and device control,Voltage-dependent reactive power limitation,303,Off,,Parameter.Inverter.VArLimVolCfg.Ena,RW
AC Side,Nominal reactive power VArMaxQ1,4620,4620,var,Parameter.Inverter.VArMaxQ1,RW
Type Label,Rated reactive power VArMaxQ1Rtg,4620,4620,var,Parameter.Inverter.VArMaxQ1Rtg,RO
AC Side,Nominal reactive power VArMaxQ2,4620,4620,var,Parameter.Inverter.VArMaxQ2,RW
Type Label,Rated reactive power VArMaxQ2Rtg,4620,4620,var,Parameter.Inverter.VArMaxQ2Rtg,RO
AC Side,Nominal reactive power VArMaxQ3,-4620,-4620,var,Parameter.Inverter.VArMaxQ3,RW
Type Label,Rated reactive power VArMaxQ3Rtg,-4620,-4620,var,Parameter.Inverter.VArMaxQ3Rtg,RO
AC Side,Nominal reactive power VArMaxQ4,-4620,-4620,var,Parameter.Inverter.VArMaxQ4,RW
Type Label,Rated reactive power VArMaxQ4Rtg,-4620,-4620,var,Parameter.Inverter.VArMaxQ4Rtg,RO
AC Side,Nominal reactive power VArMaxZerWQ1,4620,4620,var,Parameter.Inverter.VArMaxZerWQ1,RW
AC Side,Nominal reactive power VArMaxZerWQ2,4620,4620,var,Parameter.Inverter.VArMaxZerWQ2,RW
AC Side,Nominal reactive power VArMaxZerWQ3,-4620,-4620,var,Parameter.Inverter.VArMaxZerWQ3,RW
AC Side,Nominal reactive power VArMaxZerWQ4,-4620,-4620,var,Parameter.Inverter.VArMaxZerWQ4,RW
System and device control,"Reactive power mode, hysteresis time",2,2,s,Parameter.Inverter.VArModCfg.HystTms,RW
System and device control,Capacitive resistance for impedance compensation,40000000,40000000,Ohm,Parameter.Inverter.VArModCfg.ImpCpn.CapacRis,RW
System and device control,Inductive resistance for impedance compensation,0,0,Ohm,Parameter.Inverter.VArModCfg.ImpCpn.InducRis,RW
System and device control,Impedance compensation switched on,1130,No,,Parameter.Inverter.VArModCfg.ImpCpn.IsOn,RW
System and device control,Ohmic resistance for impedance compensation,0,0,Ohm,Parameter.Inverter.VArModCfg.ImpCpn.OhmRis,RW
System and device control,Activation threshold for active power draw,5,5,%,Parameter.Inverter.VArModCfg.InWNomLimAct,RW
System and device control,Deactivation threshold for active power draw,5,5,%,Parameter.Inverter.VArModCfg.InWNomLimDeAct,RW
System and device control,Activation threshold for active power output,5,5,%,Parameter.Inverter.VArModCfg.OutWNomLimAct,RW
System and device control,Deactivation threshold for active power output,5,5,%,Parameter.Inverter.VArModCfg.OutWNomLimDeAct,RW
System and device control,"cos Ï† setting, limitation of change rate",303,Off,,Parameter.Inverter.VArModCfg.PFCfg.Dyn.VArGraEna,RW
System and device control,"cos Ï† setting, decrease rate",1200,1200,%/s,Parameter.Inverter.VArModCfg.PFCfg.Dyn.VArGraNeg,RW
System and device control,"cos Ï† setting, increase rate",1200,1200,%/s,Parameter.Inverter.VArModCfg.PFCfg.Dyn.VArGraPos,RW
System and device control,"cos Ï† setting, nominal value filter",308,On,,Parameter.Inverter.VArModCfg.PFCfg.Dyn.VArTmEna,RW
System and device control,"cos Ï† setting, setting time, nominal value filter",5,5,s,Parameter.Inverter.VArModCfg.PFCfg.Dyn.VArTms,RW
System and device control,"cos Ï† setting, actual value filter for active power value",303,Off,,Parameter.Inverter.VArModCfg.PFCfg.Dyn.WFilTmEna,RW
System and device control,"cos Ï† setting, actual value filter for active power value",1.5,1.5,s,Parameter.Inverter.VArModCfg.PFCfg.Dyn.WFilTms,RW
System and device control,"Manual cos Ï† setting, excitation type in case of active power draw",1042,Underexcited,,Parameter.Inverter.VArModCfg.PFCnstCfg.PFExtIn,RW
System and device control,"Manual cos Ï† setting, excitation type in case of active power generation",1042,Underexcited,,Parameter.Inverter.VArModCfg.PFCnstCfg.PFExtOut,RW
System and device control,"Manual cos Ï† setting, cos Ï† nominal value in case of active power draw",1,1,,Parameter.Inverter.VArModCfg.PFCnstCfg.PFIn,RW
System and device control,"Manual cos Ï† setting, cos Ï† nominal value in case of active power generation",1,1,,Parameter.Inverter.VArModCfg.PFCnstCfg.PFOut,RW
System and device control,"cos Ï†(V), number of support points used",4,4,,Parameter.Inverter.VArModCfg.PFCtlVolCfg.Crv.NumPt,RW
System and device control,"cos Ï†(V), cos Ï† nominal value",0.8,0.8,,Parameter.Inverter.VArModCfg.PFCtlVolCfg.Crv.PF[0],RW
System and device control,"cos Ï†(V), cos Ï† nominal value",1,1,,Parameter.Inverter.VArModCfg.PFCtlVolCfg.Crv.PF[1],RW
System and device control,"cos Ï†(V), cos Ï† nominal value",1,1,,Parameter.Inverter.VArModCfg.PFCtlVolCfg.Crv.PF[2],RW
System and device control,"cos Ï†(V), cos Ï† nominal value",0.8,0.8,,Parameter.Inverter.VArModCfg.PFCtlVolCfg.Crv.PF[3],RW
System and device control,"cos Ï†(V), excitation type",1041,Overexcited,,Parameter.Inverter.VArModCfg.PFCtlVolCfg.Crv.PFExt[0],RW
